Symbol,Security,Sector,SubIndustry,Founded,Age,YearAdded,Price,PE,PB,DivYield,EPS,MarketCapBn,Payer,PayoutRatio
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,1969,57,2018,550.79,30.114267,-14.88863,0.0149,18.29,40.042430464,True,0.4487026243849098
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,1971,55,2008,92.09,26.848394,4.322054,0.0126,3.43,51.476221952,True,0.33828979591836733
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",1992,34,1999,167.74,26.374214,24.334833,0.0124,6.36,32.863608832,True,0.327040251572327
NFLX,Netflix,Communication Services,Movies & Entertainment,1997,29,2010,70.09,22.040878,9.679602,,3.18,291.850518528,False,
NEM,Newmont,Materials,Gold,1921,105,1969,93.19,11.751576,2.8001804,0.0112,7.93,98.193588224,True,0.13161765447667087
NWSA,News Corp (Class A),Communication Services,Publishing,2013,13,2013,26.76,33.873417,1.7152747,0.0075,0.79,14.501440512,True,0.2540506329113924
NWS,News Corp (Class B),Communication Services,Publishing,2013,13,2015,30.19,38.21519,1.9351324,0.0066,0.79,16.360182784,True,0.252220253164557
NEE,NextEra Energy,Utilities,Multi-Utilities,1984,42,1976,89.78,20.175282,3.390355,0.0278,4.45,187.245641728,True,0.560872808988764
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1964,62,1988,41.7,19.857143,4.160016,0.0393,2.1,61.861900288,True,0.7803857142857143
NI,NiSource,Utilities,Multi-Utilities,1912,114,2000,46.68,23.22388,2.3168552,0.0257,2.01,22.380224512,True,0.5968537313432837
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,1935,91,2022,295.77,31.565634,5.146332,0.0111,9.37,16.479696896,True,0.3503785485592316
NSC,Norfolk Southern,Industrials,Rail Transportation,1881,145,1957,350.66,29.945347,4.845914,0.0154,11.71,78.761172992,True,0.4611583262169086
